A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,0,1580527955047,"{""rt"": 13781.014999840409, ""responses"": ""{\""Q0\"":\""green circle\""}"", ""test_part"": ""botcheck"", ""trial_type"": ""survey-text"", ""trial_index"": 0, ""time_elapsed"": 13804, ""internal_node_id"": ""0.0-0.0"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,1,1580527959716,"{""rt"": 4666.334999958053, ""stimulus"": ""<p> <i> This session will last for 10min. Please complete it in full screen mode. </p><p> Do this experiment in one go, otherwise it will time out and we will </p><p> not be able to pay you. </i> </p> "", ""button_pressed"": ""0"", ""test_part"": ""instructions"", ""trial_type"": ""html-button-response"", ""trial_index"": 1, ""time_elapsed"": 18473, ""internal_node_id"": ""0.0-1.0"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,2,1580528177951,"{""rt"": 217232.2600001935, ""stimulus"": ""<p> In each trial, you will see some letters (A, B or C) appearing one-by-one. </p><p> <b> Your task is to stop the sequence when 1) you feel like you can predict the next letter <i>or</i> </p><p> 2) you feel like there is no structure and the sequence is unpredictable. </b> </p><p> Some sequences you will see have some structure, and some don't, so they will be more or less predictable. </p><p> <br> Let us practice a bit before we move on to the actual experiment. </p> <br />"", ""button_pressed"": ""0"", ""test_part"": ""instructions"", ""trial_type"": ""html-button-response"", ""trial_index"": 2, ""time_elapsed"": 236708, ""internal_node_id"": ""0.0-2.0"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,3,1580528428446,"{""rt"": 249491.70999997295, ""stimulus"": ""<p> Remember: Some sequences will be very predictable, some will be somewhat predictable, </p><p> while others will have no structure at all.</p> <p> <b> Stop the sequence by pressing the spacebar </b> </p><p> whenever you feel you can predict the next letter, or you decide that the sequence is unpredictable. </p><p> When you stop the sequence, you will be asked to predict the next letter, and you will receive feedback. </p><p> You can also say that the sequence was unpredictable by selecting 'Equally likely'. In this case you will receive no feedback. </p><p> <br> Let us practice. </br> <p>"", ""button_pressed"": ""0"", ""test_part"": ""instructions"", ""trial_type"": ""html-button-response"", ""trial_index"": 3, ""time_elapsed"": 487203, ""internal_node_id"": ""0.0-3.0"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,4,1580528430250,"{""rt"": null, ""stimulus"": ""<div style=\""font-size:65px;\"">  <p> </p>A</div>"", ""key_press"": null, ""test_part"": ""training"", ""next_elem"": ""B"", ""trial_type"": ""html-keyboard-response"", ""trial_index"": 4, ""time_elapsed"": 489007, ""internal_node_id"": ""0.0-4.0-0.0-0.0"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,5,1580528431355,"{""rt"": null, ""stimulus"": ""<div style=\""font-size:65px;\"">  <p> </p>B</div>"", ""key_press"": null, ""test_part"": ""training"", ""next_elem"": ""C"", ""trial_type"": ""html-keyboard-response"", ""trial_index"": 5, ""time_elapsed"": 490112, ""internal_node_id"": ""0.0-4.0-0.0-0.1"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,6,1580528432458,"{""rt"": null, ""stimulus"": ""<div style=\""font-size:65px;\"">  <p> </p>C</div>"", ""key_press"": null, ""test_part"": ""training"", ""next_elem"": ""A"", ""trial_type"": ""html-keyboard-response"", ""trial_index"": 6, ""time_elapsed"": 491215, ""internal_node_id"": ""0.0-4.0-0.0-0.2"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,7,1580528433561,"{""rt"": null, ""stimulus"": ""<div style=\""font-size:65px;\"">  <p> </p>A</div>"", ""key_press"": null, ""test_part"": ""training"", ""next_elem"": ""B"", ""trial_type"": ""html-keyboard-response"", ""trial_index"": 7, ""time_elapsed"": 492318, ""internal_node_id"": ""0.0-4.0-0.0-0.3"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,8,1580528434665,"{""rt"": null, ""stimulus"": ""<div style=\""font-size:65px;\"">  <p> </p>B</div>"", ""key_press"": null, ""test_part"": ""training"", ""next_elem"": ""C"", ""trial_type"": ""html-keyboard-response"", ""trial_index"": 8, ""time_elapsed"": 493421, ""internal_node_id"": ""0.0-4.0-0.0-0.4"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9,9,1580528435767,"{""rt"": null, ""stimulus"": ""<div style=\""font-size:65px;\"">  <p> </p>C</div>"", ""key_press"": null, ""test_part"": ""training"", ""next_elem"": ""A"", ""trial_type"": ""html-keyboard-response"", ""trial_index"": 9, ""time_elapsed"": 494523, ""internal_node_id"": ""0.0-4.0-0.0-0.5"", ""uniqueId"": ""A1O5IL3N3G3WIL:3YOH7BII0D4NJ0T452UUKAAQ0I8KV9"", ""condition"": 0, ""counterbalance"": 0}"
